#gene	geneID	pk
OTUD3	ENSG00000169914.5	176318
PLA2G2E	ENSG00000188784.4	332043
RN7SL304P	ENSG00000242688.3	790412
PLA2G2A	ENSG00000188257.10	105824
PLA2G5	ENSG00000127472.10	111555
PLA2G2D	ENSG00000117215.14	752758
PLA2G2F	ENSG00000158786.4	404438
RP3-340N1.2	ENSG00000227066.1	896590
PLA2G2C	ENSG00000187980.6	988752
UBXN10-AS1	ENSG00000225986.1	692164
UBXN10	ENSG00000162543.5	777465
RP3-340N1.6	ENSG00000228105.1	821569
VWA5B1	ENSG00000158816.15	245462
RP4-745E8.2	ENSG00000226664.1	299822
LINC01141	ENSG00000236963.6	642868
RP4-749H3.2	ENSG00000226487.1	990186
CAMK2N1	ENSG00000162545.5	97013
MUL1	ENSG00000090432.6	70805
RPS4XP4	ENSG00000215520.3	73563
FAM43B	ENSG00000183114.7	438976
CDA	ENSG00000158825.5	629020
PINK1	ENSG00000158828.5	272195
MIR6084	ENSG00000273695.1	137691
PINK1-AS	ENSG00000117242.7	613818
DDOST	ENSG00000244038.9	817386
KIF17	ENSG00000117245.12	636616
RP5-930J4.5	ENSG00000235432.1	758566
SH2D5	ENSG00000189410.11	227616
RP5-930J4.2	ENSG00000233069.1	196949
HP1BP3	ENSG00000127483.17	162292
EIF4G3	ENSG00000075151.20	997953
RNU7-200P	ENSG00000251914.1	543957
MIR1256	ENSG00000221808.1	895949
RPS15AP6	ENSG00000233072.1	715064
RP11-487E1.2	ENSG00000236073.2	410154
HSPE1P27	ENSG00000235112.1	124266
ECE1	ENSG00000117298.14	112502
RP3-329E20.2	ENSG00000236936.1	458944
RP5-1071N3.1	ENSG00000231105.1	310150
PPP1R11P1	ENSG00000236216.5	292263
RP11-293F5.8	ENSG00000228823.1	138661
RP11-293F5.1	ENSG00000236009.1	564921
NBPF2P	ENSG00000227001.3	167014
HS6ST1P1	ENSG00000187952.9	220526
CROCCP5	ENSG00000186543.7	810237
NBPF3	ENSG00000142794.18	225265
PFN1P10	ENSG00000176378.8	548149
ALPL	ENSG00000162551.13	893628
RP11-63N8.3	ENSG00000233431.1	812219
AL359815.1	ENSG00000221781.1	293625
RAP1GAP	ENSG00000076864.19	371718
USP48	ENSG00000090686.15	83614
U7	ENSG00000281866.1	233411
RP11-132G19.3	ENSG00000231978.2	13407
LDLRAD2	ENSG00000187942.11	594557
HSPG2	ENSG00000142798.17	87926
RP11-26H16.1	ENSG00000232037.3	981690
CELA3B	ENSG00000219073.7	5621
RN7SL386P	ENSG00000273610.1	801788
RNU6-1022P	ENSG00000201919.1	602774
CELA3A	ENSG00000142789.19	542492
RN7SL186P	ENSG00000278124.1	568250
RNU6-776P	ENSG00000201273.1	361753
RP1-224A6.3	ENSG00000228397.2	760148
LINC00339	ENSG00000218510.6	295012
CDC42	ENSG00000070831.15	5984
CDC42-IT1	ENSG00000230068.2	785534
RP1-224A6.8	ENSG00000271428.1	681295
RP1-224A6.9	ENSG00000271840.1	413842
WNT4	ENSG00000162552.14	207720
MIR4418	ENSG00000266564.1	664208
RP11-415K20.1	ENSG00000234397.3	385052
RP11-415K20.2	ENSG00000279625.1	368355
ZBTB40	ENSG00000184677.16	325516
ZBTB40-IT1	ENSG00000237200.1	365115
EPHA8	ENSG00000070886.10	131933
AL158086.1	ENSG00000276835.1	333290
C1QA	ENSG00000173372.16	2006
C1QC	ENSG00000159189.11	863558
C1QB	ENSG00000173369.15	367505
EPHB2	ENSG00000133216.16	491541
MIR4684	ENSG00000265422.1	574199
AL611946.1	ENSG00000216157.2	281083
RP11-69E9.1	ENSG00000225952.1	139106
MIR4253	ENSG00000264014.1	44341
LACTBL1	ENSG00000215906.8	685825
C1orf234	ENSG00000227868.5	458965
KDM1A	ENSG00000004487.15	139157
RP1-184J9.2	ENSG00000240553.1	750868
MIR3115	ENSG00000263793.1	498907
MIR4419A	ENSG00000266802.1	42531
LUZP1	ENSG00000169641.13	35809
RP5-979D14.1	ENSG00000229010.1	657583
RNU6-514P	ENSG00000206935.1	481984
RNU6-135P	ENSG00000252578.1	439507
HTR1D	ENSG00000179546.4	953595
RP5-1057J7.1	ENSG00000215381.3	946789
LINC01355	ENSG00000261326.2	987886
HNRNPR	ENSG00000125944.18	15025
ZNF436	ENSG00000125945.14	968344
ZNF436-AS1	ENSG00000249087.6	959201
Y_RNA	ENSG00000201405.1	703852
RP5-1057J7.7	ENSG00000271420.1	631219
TCEA3	ENSG00000204219.9	216320
RP4-654C18.1	ENSG00000232482.2	5619
ASAP3	ENSG00000088280.18	369153
E2F2	ENSG00000007968.6	164261
Metazoa_SRP	ENSG00000280791.1	236523
RP1-150O5.3	ENSG00000235052.1	581232
ID3	ENSG00000117318.8	852565
MDS2	ENSG00000197880.8	437814
RP11-223J15.2	ENSG00000229239.2	45331
RPL11	ENSG00000142676.12	476917
TCEB3	ENSG00000011007.12	910606
TCEB3-AS1	ENSG00000236810.5	941477
PITHD1	ENSG00000057757.9	41270
LYPLA2	ENSG00000011009.10	224449
GALE	ENSG00000117308.14	788401
HMGCL	ENSG00000117305.14	776001
FUCA1	ENSG00000179163.11	600945
CNR2	ENSG00000188822.7	608228
BTBD6P1	ENSG00000229106.1	433905
RP11-4M23.3	ENSG00000232557.3	94047
MIR378F	ENSG00000264926.1	922508
RP11-4M23.4	ENSG00000230228.2	493539
PNRC2	ENSG00000189266.11	136875
SRSF10	ENSG00000188529.14	993908
RP11-4M23.7	ENSG00000215905.4	302169
RP11-293P20.2	ENSG00000225315.2	519347
MYOM3	ENSG00000142661.18	646901
RP11-293P20.4	ENSG00000230703.1	579704
IL22RA1	ENSG00000142677.3	133297
IFNLR1	ENSG00000185436.11	308072
RP11-10N16.2	ENSG00000230023.2	520731
AL590683.1	ENSG00000221032.3	429554
AL590683.2	ENSG00000266511.1	983232
RP11-10N16.3	ENSG00000232298.2	800100
GRHL3	ENSG00000158055.15	402890
STPG1	ENSG00000001460.17	731929
NIPAL3	ENSG00000001461.16	976700
RCAN3	ENSG00000117602.11	873861
RP4-594I10.3	ENSG00000264443.1	679714
NCMAP	ENSG00000184454.6	670557
RP11-496D1.2	ENSG00000227312.2	90589
Y_RNA	ENSG00000239106.1	57053
SRRM1	ENSG00000133226.16	765360
CLIC4	ENSG00000169504.14	671997
RNU6-1208P	ENSG00000238482.1	189076
RUNX3	ENSG00000020633.18	995562
MIR6731	ENSG00000278034.1	229690
RP11-84D1.1	ENSG00000229162.1	574696
RP11-84D1.2	ENSG00000261025.1	482221
MIR4425	ENSG00000264371.1	49733
RP4-799D16.1	ENSG00000233755.1	518471
RP4-781L3.1	ENSG00000233419.3	960196
RP4-706G24.1	ENSG00000231953.2	72375
SYF2	ENSG00000117614.9	874497
RSRP1	ENSG00000117616.17	344881
RP3-465N24.6	ENSG00000272432.1	444520
RP3-465N24.5	ENSG00000261349.1	755569
RHD	ENSG00000187010.18	862133
SDHDP6	ENSG00000224183.1	556007
RP11-335G20.7	ENSG00000259984.1	253417
TMEM50A	ENSG00000183726.10	980642
RHCE	ENSG00000188672.16	998688
RP3-469D22.1	ENSG00000238084.4	527344
TMEM57	ENSG00000204178.9	882003
LDLRAP1	ENSG00000157978.11	385858
RP11-70P17.1	ENSG00000225643.1	685592
MAN1C1	ENSG00000117643.14	483143
RP1-187B23.1	ENSG00000233478.1	13594
SEPN1	ENSG00000162430.16	852842
RP1-317E23.6	ENSG00000255054.3	991957
RP1-317E23.3	ENSG00000228172.5	758389
MTFR1L	ENSG00000117640.17	95551
RP1-317E23.7	ENSG00000272478.1	432701
AUNIP	ENSG00000127423.10	591315
RP1-125I3.2	ENSG00000236528.1	754730
PAQR7	ENSG00000182749.5	357957
Y_RNA	ENSG00000207302.1	829743
STMN1	ENSG00000117632.20	915115
SNRPFP2	ENSG00000229786.1	632124
RP1-125I3.4	ENSG00000223624.1	948061
MIR3917	ENSG00000264021.1	776949
AL033528.1	ENSG00000266763.1	750070
PAFAH2	ENSG00000158006.13	469768
RNU6-110P	ENSG00000207237.1	197905
SCARNA17	ENSG00000252190.1	795069
SCARNA18	ENSG00000252691.1	306700
EXTL1	ENSG00000158008.9	466972
SLC30A2	ENSG00000158014.14	35099
TRIM63	ENSG00000158022.6	833821
AL391650.1	ENSG00000265320.1	119353
PDIK1L	ENSG00000175087.9	427914
FAM110D	ENSG00000197245.5	579518
RP11-96L14.8	ENSG00000282872.1	183072
RP11-96L14.7	ENSG00000236782.6	676544
ZNF593	ENSG00000142684.7	946212
CNKSR1	ENSG00000142675.17	593999
CATSPER4	ENSG00000188782.7	561719
RP11-231P20.2	ENSG00000236155.6	412871
RP11-231P20.6	ENSG00000278572.1	294859
CEP85	ENSG00000130695.13	769203
RP11-231P20.5	ENSG00000270733.1	426311
SH3BGRL3	ENSG00000142669.13	933604
UBXN11	ENSG00000158062.20	654212
CD52	ENSG00000169442.8	465727
AIM1L	ENSG00000176092.13	747673
RP11-569G9.7	ENSG00000225854.2	731776
ZNF683	ENSG00000176083.17	154444
LIN28A	ENSG00000131914.10	199372
DHDDS	ENSG00000117682.16	778606
RP3-476K8.4	ENSG00000223583.1	969373
RP3-476K8.3	ENSG00000225891.1	695851
HMGN2	ENSG00000198830.10	381063
DPPA2P2	ENSG00000224129.1	862664
RPS6KA1	ENSG00000117676.13	108333
MIR1976	ENSG00000238705.1	137245
RN7SL679P	ENSG00000243905.3	608201
Y_RNA	ENSG00000252802.1	76102
RNU7-29P	ENSG00000252429.2	75567
RP11-492M19.3	ENSG00000229247.2	210954
snoU13	ENSG00000238316.1	214299
RP4-785J1.1	ENSG00000235069.2	619323
RP5-968P14.2	ENSG00000260063.1	427269
ARID1A	ENSG00000117713.17	498018
PIGV	ENSG00000060642.10	362214
RN7SL165P	ENSG00000241188.3	488954
ZDHHC18	ENSG00000204160.11	893306
SFN	ENSG00000175793.11	226082
RP1-50O24.6	ENSG00000226698.1	231013
GPN2	ENSG00000142751.14	596709
GPATCH3	ENSG00000198746.12	376627
NUDC	ENSG00000090273.13	876716
NR0B2	ENSG00000131910.4	514705
KDF1	ENSG00000175707.8	906972
RPL12P13	ENSG00000172746.6	594461
RP11-344H11.5	ENSG00000224064.1	102693
OSTCP2	ENSG00000225294.1	358721
TRNP1	ENSG00000253368.3	631991
FAM46B	ENSG00000158246.7	157908
AL137860.1	ENSG00000280403.1	515497
SLC9A1	ENSG00000090020.10	691523
RP11-40H20.5	ENSG00000229985.2	892597
CHCHD3P3	ENSG00000214973.3	525653
NPM1P39	ENSG00000225159.1	947043
SNRPEP7	ENSG00000225990.2	94387
RP11-40H20.4	ENSG00000224311.1	636607
WDTC1	ENSG00000142784.15	394802
Y_RNA	ENSG00000252098.1	965436
RP11-4K3__A.3	ENSG00000243659.1	65102
TMEM222	ENSG00000186501.14	500112
RNU6-48P	ENSG00000206888.1	857096
ACTG1P20	ENSG00000241547.1	977507
FO393419.1	ENSG00000281023.1	548803
SYTL1	ENSG00000142765.17	492011
MAP3K6	ENSG00000142733.14	591012
FCN3	ENSG00000142748.12	876329
CD164L2	ENSG00000174950.10	503501
RP1-144C9.2	ENSG00000231207.1	583742
GPR3	ENSG00000181773.6	720613
WASF2	ENSG00000158195.10	525095
RP4-752I6.1	ENSG00000241169.1	110525
RP1-159A19.4	ENSG00000237429.1	247929
AHDC1	ENSG00000126705.13	531565
FGR	ENSG00000000938.12	856497
RP1-159A19.3	ENSG00000235912.1	684938
RP11-288L9.1	ENSG00000233975.1	379432
IFI6	ENSG00000126709.14	65869
RP11-288L9.4	ENSG00000225886.3	366099
RNU6-949P	ENSG00000206767.1	84781
CHMP1AP1	ENSG00000226662.2	702158
RNU6-424P	ENSG00000207095.1	228565
FAM76A	ENSG00000009780.15	367374
RP3-426I6.2	ENSG00000231344.1	52192
RPEP3	ENSG00000230833.1	501193
STX12	ENSG00000117758.13	694015
RP3-426I6.5	ENSG00000269971.1	587291
AL020997.1	ENSG00000276889.1	269174
RP3-426I6.6	ENSG00000270031.1	675426
RNU6-1245P	ENSG00000223062.1	750712
PPP1R8	ENSG00000117751.17	74461
SCARNA1	ENSG00000252947.1	764463
AL109927.1	ENSG00000278868.1	239637
THEMIS2	ENSG00000130775.15	842081
RPA2	ENSG00000117748.9	187401
SMPDL3B	ENSG00000130768.14	276187
RP11-460I13.2	ENSG00000227050.1	572235
XKR8	ENSG00000158156.7	47407
EYA3	ENSG00000158161.15	254904
RP11-460I13.6	ENSG00000238231.2	385121
Metazoa_SRP	ENSG00000281570.1	728069
RN7SL559P	ENSG00000240750.3	319600
AL137792.1	ENSG00000280526.1	553071
SPCS2P4	ENSG00000228589.3	594072
RP5-1053E7.2	ENSG00000228943.1	94706
RP5-1053E7.3	ENSG00000214812.3	871600
RNU6-176P	ENSG00000253005.1	637956
PTAFR	ENSG00000169403.11	751531
DNAJC8	ENSG00000126698.10	483467
ATPIF1	ENSG00000130770.17	461322
RP5-1092A3.4	ENSG00000270605.1	590432
RP5-1092A3.5	ENSG00000271398.1	102850
SESN2	ENSG00000130766.4	316319
MED18	ENSG00000130772.13	879037
PHACTR4	ENSG00000204138.12	652745
Y_RNA	ENSG00000206779.1	913008
RP1-308E4.1	ENSG00000229820.2	522191
RNU6ATAC27P	ENSG00000221216.1	218262
RCC1	ENSG00000180198.15	114170
SNHG3	ENSG00000242125.3	839138
SNORA73A	ENSG00000274266.1	89612
SNORA73B	ENSG00000200087.1	872157
PRDX3P2	ENSG00000231468.2	745181
RP4-669K10.8	ENSG00000279443.1	805329
TRNAU1AP	ENSG00000180098.9	740564
SNHG12	ENSG00000197989.13	583774
SNORD99	ENSG00000221539.1	938844
SNORA61	ENSG00000278274.1	730419
SNORA44	ENSG00000273544.1	317252
SNORA16A	ENSG00000280498.1	339787
SNORA16A	ENSG00000274582.1	605984
TAF12	ENSG00000120656.11	88153
RAB42	ENSG00000188060.6	908505
RP11-442N24__B.1	ENSG00000229388.1	975564
RNU11	ENSG00000270103.3	665758
RNU11	ENSG00000274978.1	820207
GMEB1	ENSG00000162419.12	227783
SCARNA24	ENSG00000252777.1	907362
YTHDF2	ENSG00000198492.14	835271
OPRD1	ENSG00000116329.10	233925
RP1-212P9.3	ENSG00000233427.1	429513
Y_RNA	ENSG00000199756.1	135115
EPB41	ENSG00000159023.18	874171
RP4-604A21.1	ENSG00000225616.2	357867
Y_RNA	ENSG00000206704.1	643314
Metazoa_SRP	ENSG00000277958.1	858815
TMEM200B	ENSG00000253304.1	178631
RP11-242O24.3	ENSG00000225750.1	606975
SRSF4	ENSG00000116350.16	928599
uc_338	ENSG00000277916.1	270492
MECR	ENSG00000116353.15	901410
RP11-467D18.2	ENSG00000237934.1	781442
PTPRU	ENSG00000060656.19	155769
AL645859.1	ENSG00000221550.2	321785
RP3-437I16.1	ENSG00000230523.1	253612
AL139151.1	ENSG00000266678.1	940441
RP11-810H18.1	ENSG00000225011.4	555526
AC092265.1	ENSG00000221126.1	510672
RP4-656G21.1	ENSG00000228176.1	899389
AL645944.1	ENSG00000222787.1	468401
RP11-179G8.1	ENSG00000270927.1	279719
RP11-111I12.1	ENSG00000233399.2	142291
RP5-893G23.1	ENSG00000233372.1	986161
RP3-357I16.1	ENSG00000231251.1	503755
RP4-591L5.1	ENSG00000236335.1	399782
RP4-591L5.2	ENSG00000231949.1	844500
MATN1	ENSG00000162510.5	83194
MATN1-AS1	ENSG00000186056.9	447526
LAPTM5	ENSG00000162511.7	196686
MIR4420	ENSG00000264773.1	547572
Metazoa_SRP	ENSG00000280823.1	571096
RP5-1125N11.1	ENSG00000229607.1	25920
RP5-1125N11.2	ENSG00000223382.4	417171
RN7SKP91	ENSG00000222784.1	327822
RP1-65J11.5	ENSG00000235143.1	445000
SDC3	ENSG00000162512.15	475924
RN7SL371P	ENSG00000266210.2	917402
PUM1	ENSG00000134644.15	96385
RP11-201O14.1	ENSG00000237329.2	940040
RP11-201O14.2	ENSG00000232768.1	123688
SEPW1P	ENSG00000215900.4	28698
RP11-490K7.1	ENSG00000225142.2	84661
NKAIN1	ENSG00000084628.9	216960
SNRNP40	ENSG00000060688.12	66693
RP11-490K7.4	ENSG00000229447.2	69400
ZCCHC17	ENSG00000121766.14	948981
RP11-266K22.2	ENSG00000229044.1	111659
FABP3	ENSG00000121769.7	742259
SERINC2	ENSG00000168528.11	709261
RP11-439L8.2	ENSG00000215899.3	436000
RNU6-40P	ENSG00000206981.1	257675
LINC01225	ENSG00000260386.5	676774
Y_RNA	ENSG00000265961.1	788498
LINC01226	ENSG00000223907.1	115230
RP11-439L8.5	ENSG00000260636.1	563406
RP11-73M7.1	ENSG00000229167.1	579819
TINAGL1	ENSG00000142910.15	990094
HCRTR1	ENSG00000121764.11	624641
PEF1	ENSG00000162517.12	888605
RP11-73M7.6	ENSG00000235790.7	829225
RP11-73M7.9	ENSG00000264078.1	395010
COL16A1	ENSG00000084636.17	517359
ADGRB2	ENSG00000121753.12	72644
MIR4254	ENSG00000266580.1	214957
RP11-84A19.3	ENSG00000254545.1	90462
SPOCD1	ENSG00000134668.12	893176
RP11-84A19.2	ENSG00000203620.2	929222
RP11-84A19.4	ENSG00000269967.1	987736
PTP4A2	ENSG00000184007.17	811954
AL136115.1	ENSG00000281319.1	73143
RP4-534N18.2	ENSG00000228634.1	434473
KHDRBS1	ENSG00000121774.17	729869
RP11-277A4.4	ENSG00000203325.3	663855
TMEM39B	ENSG00000121775.17	73069
MIR5585	ENSG00000266203.1	117998
Metazoa_SRP	ENSG00000276493.1	668273
KPNA6	ENSG00000025800.13	874301
RP4-622L5.2	ENSG00000250135.1	284885
TXLNA	ENSG00000084652.15	662296
CCDC28B	ENSG00000160050.14	608377
RP4-622L5.7	ENSG00000224066.1	264293
IQCC	ENSG00000160051.11	107518
DCDC2B	ENSG00000222046.2	38628
TMEM234	ENSG00000160055.19	780420
EIF3I	ENSG00000084623.11	354919
MTMR9LP	ENSG00000220785.7	956379
FAM167B	ENSG00000183615.5	963118
LCK	ENSG00000182866.16	344396
Metazoa_SRP	ENSG00000277617.1	657300
Y_RNA	ENSG00000252450.1	672001
HDAC1	ENSG00000116478.11	138710
MARCKSL1	ENSG00000175130.6	650284
RP4-811H24.9	ENSG00000233775.1	650919
TSSK3	ENSG00000162526.6	227149
FAM229A	ENSG00000225828.1	101871
BSDC1	ENSG00000160058.18	269534
GAPDHP20	ENSG00000224333.1	585176
RP11-395N6.4	ENSG00000270850.1	940325
LRRC37A12P	ENSG00000229259.1	444759
RN7SL122P	ENSG00000263529.2	192289
RP1-27O5.3	ENSG00000254553.1	277433
ZBTB8B	ENSG00000273274.1	967210
ZBTB8A	ENSG00000160062.14	376807
ZBTB8OS	ENSG00000176261.15	516438
Y_RNA	ENSG00000200591.1	715205
RBBP4	ENSG00000162521.18	694464
SYNC	ENSG00000162520.14	59324
RP11-114B7.6	ENSG00000224409.1	658838
KIAA1522	ENSG00000162522.10	861107
YARS	ENSG00000134684.10	785680
S100PBP	ENSG00000116497.17	938148
FNDC5	ENSG00000160097.15	8333
HPCA	ENSG00000121905.9	280912
TMEM54	ENSG00000121900.18	836615
RNF19B	ENSG00000116514.16	667121
RP5-1174N9.2	ENSG00000278966.2	303713
RP4-803A2.1	ENSG00000217644.5	15489
RP4-803A2.2	ENSG00000239670.1	41882
RP1-117O3.2	ENSG00000236065.2	727481
AK2	ENSG00000004455.16	923914
Metazoa_SRP	ENSG00000276645.1	415799
AZIN2	ENSG00000142920.16	279859
RP11-131M11.2	ENSG00000278997.1	634944
TRIM62	ENSG00000116525.13	997753
RP11-131M11.3	ENSG00000279179.1	546537
ZNF362	ENSG00000160094.14	321456
RP11-415J8.7	ENSG00000270115.1	23063
A3GALT2	ENSG00000184389.9	296997
RP11-415J8.3	ENSG00000225313.5	766348
PHC2	ENSG00000134686.16	621228
AL513327.1	ENSG00000266239.2	366981
RN7SKP16	ENSG00000222112.1	598483
RP11-415J8.5	ENSG00000233246.1	711908
AL138837.1	ENSG00000221225.1	56969
TLR12P	ENSG00000234512.1	826935
ZSCAN20	ENSG00000121903.14	651944
RP4-580O19.2	ENSG00000235907.2	697465
CSMD2	ENSG00000121904.17	23250
AL161643.1	ENSG00000280715.1	894817
HSPD1P14	ENSG00000227000.2	479287
HMGB4	ENSG00000176256.10	880423
CSMD2-AS1	ENSG00000231163.5	762802
RNA5SP42	ENSG00000201148.1	603578
C1orf94	ENSG00000142698.14	369261
AC115286.1	ENSG00000221053.1	186877
RP4-657M3.2	ENSG00000270241.1	592196
MIR552	ENSG00000207941.1	245907
SMIM12	ENSG00000163866.8	43054
GJB5	ENSG00000189280.3	173822
GJB4	ENSG00000189433.5	232422
RP1-34M23.5	ENSG00000255811.1	275704
AL121988.1	ENSG00000216162.1	852815
GJB3	ENSG00000188910.7	27510
GJA4	ENSG00000187513.8	212928
RP5-997D16.2	ENSG00000230163.1	45767
DLGAP3	ENSG00000116544.11	26333
RP11-244H3.1	ENSG00000241014.1	489932
RP11-244H3.4	ENSG00000271741.1	243871
ZMYM6NB	ENSG00000243749.1	736981
ZMYM6	ENSG00000163867.16	355086
RPL12P45	ENSG00000233940.1	110335
ZMYM1	ENSG00000197056.9	548280
EFCAB14P1	ENSG00000228348.1	122376
SFPQ	ENSG00000116560.10	856411
Y_RNA	ENSG00000201868.1	712906
ZMYM4	ENSG00000146463.11	900628
RN7SL503P	ENSG00000240374.3	657501
SNORA62	ENSG00000201542.1	581578
RPL5P4	ENSG00000229994.1	982854
ZMYM4-AS1	ENSG00000227409.1	826948
Metazoa_SRP	ENSG00000278702.1	225568
KIAA0319L	ENSG00000142687.17	348629
RP4-728D4.3	ENSG00000236274.1	967251
NCDN	ENSG00000020129.15	210680
RP4-728D4.2	ENSG00000239636.1	709644
TFAP2E	ENSG00000116819.6	641969
PSMB2	ENSG00000126067.11	206813
C1orf216	ENSG00000142686.7	431877
CLSPN	ENSG00000092853.13	524298
RP11-435D7.3	ENSG00000232335.1	945811
AGO4	ENSG00000134698.10	906568
AGO1	ENSG00000092847.11	187822
RP4-789D17.4	ENSG00000271164.1	421681
RP4-789D17.5	ENSG00000271914.1	756441
AGO3	ENSG00000126070.19	812533
RP4-665N4.8	ENSG00000271554.1	731897
RP4-665N4.4	ENSG00000232862.5	965866
TEKT2	ENSG00000092850.11	383393
ADPRHL2	ENSG00000116863.10	160611
COL8A2	ENSG00000171812.11	221604
TRAPPC3	ENSG00000054116.11	598139
MAP7D1	ENSG00000116871.15	846549
RN7SL131P	ENSG00000264592.2	187424
THRAP3	ENSG00000054118.13	709642
UBE2V2P4	ENSG00000231849.1	450637
AL360074.1	ENSG00000278491.1	106162
SH3D21	ENSG00000214193.9	692061
EVA1B	ENSG00000142694.6	224004
RP11-268J15.5	ENSG00000116883.8	702278
STK40	ENSG00000196182.10	865555
LSM10	ENSG00000181817.5	634779
RNU4-27P	ENSG00000222821.1	28912
OSCP1	ENSG00000116885.18	769311
SNORA63	ENSG00000201448.1	613997
MRPS15	ENSG00000116898.11	636364
CSF3R	ENSG00000119535.17	313392
FTLP18	ENSG00000230214.1	420534
AL080286.1	ENSG00000281218.1	185425
RP4-614N24.1	ENSG00000234481.1	144262
GRIK3	ENSG00000163873.9	323407
AC117945.1	ENSG00000280570.1	812323
MIR4255	ENSG00000264698.1	921492
RNU6-636P	ENSG00000207328.1	814730
RP5-1180C18.1	ENSG00000223944.1	298380
RNA5SP43	ENSG00000252368.1	446288
RPS29P6	ENSG00000230451.2	66956
LINC01137	ENSG00000233621.1	797579
ZC3H12A	ENSG00000163874.8	916551
MIR6732	ENSG00000278228.1	77524
MEAF6	ENSG00000163875.15	463213
MIR5581	ENSG00000263675.1	400799
SNIP1	ENSG00000163877.9	287581
FTH1P1	ENSG00000232273.1	105517
RP3-423B22.5	ENSG00000237749.4	394023
DNALI1	ENSG00000163879.10	93196
GNL2	ENSG00000134697.12	914919
RSPO1	ENSG00000169218.13	258343
C1orf109	ENSG00000116922.14	756073
CDCA8	ENSG00000134690.10	184291
EPHA10	ENSG00000183317.16	433921
Y_RNA	ENSG00000200421.1	71823
ACTN4P2	ENSG00000214141.4	431906
RP11-109P14.2	ENSG00000227416.2	337023
MANEAL	ENSG00000185090.14	752349
RP11-109P14.9	ENSG00000233728.1	891619
YRDC	ENSG00000196449.3	187579
C1orf122	ENSG00000197982.13	954756
MTF1	ENSG00000188786.9	253467
RP11-109P14.8	ENSG00000235673.1	948106
RP11-109P14.10	ENSG00000230955.1	837524
INPP5B	ENSG00000204084.12	204263
SNORA63	ENSG00000252448.1	189426
RNU6-584P	ENSG00000222282.1	577484
Metazoa_SRP	ENSG00000277168.1	454828
SF3A3	ENSG00000183431.11	600199
RNU6-510P	ENSG00000212541.1	590251
FHL3	ENSG00000183386.9	457519
UTP11L	ENSG00000183520.11	454935
POU3F1	ENSG00000185668.6	786374
RP5-884C9.2	ENSG00000224592.5	45194
RP5-884C9.3	ENSG00000223589.2	431084
MIR3659	ENSG00000265596.1	165694
LINC01343	ENSG00000237290.1	917459
RP11-329N22.2	ENSG00000275350.1	81023
RNU6-753P	ENSG00000200796.1	884422
RP11-329N22.1	ENSG00000238063.2	626475
RP11-334L9.1	ENSG00000215895.4	126751
RRAGC	ENSG00000116954.7	765996
RP5-864K19.7	ENSG00000273637.1	160761
RP5-864K19.4	ENSG00000228436.2	119212
MYCBP	ENSG00000214114.8	512330
RP5-864K19.6	ENSG00000274944.4	517116
GJA9	ENSG00000131233.9	9725
RHBDL2	ENSG00000158315.10	413204
RNU6-605P	ENSG00000199963.1	684392
Y_RNA	ENSG00000207466.1	133592
EIF1P2	ENSG00000235549.1	335494
AKIRIN1	ENSG00000174574.15	697692
NDUFS5	ENSG00000168653.10	8028
MACF1	ENSG00000127603.23	70891
RNU6-608P	ENSG00000206654.1	976361
RNA5SP44	ENSG00000222378.1	514876
RP11-416A14.1	ENSG00000270040.1	948878
RP11-420K8.1	ENSG00000226438.1	602257
HSPE1P8	ENSG00000217897.2	390178
BMP8A	ENSG00000183682.7	261365
OXCT2P1	ENSG00000237624.1	876344
RP11-69E11.4	ENSG00000182109.7	589343
PPIEL	ENSG00000243970.1	49436
PABPC4	ENSG00000090621.13	714419
RP11-69E11.8	ENSG00000228060.1	36547
SNORA55	ENSG00000201457.1	603872
HEYL	ENSG00000163909.7	179384
RP1-144F13.3	ENSG00000225903.1	486555
NT5C1A	ENSG00000116981.3	857499
HPCAL4	ENSG00000116983.12	33611
PPIE	ENSG00000084072.16	932004
RP1-144F13.4	ENSG00000225333.6	488555
RNU7-121P	ENSG00000252413.1	466872
BMP8B	ENSG00000116985.10	302710
OXCT2	ENSG00000198754.5	933483
RP1-118J21.25	ENSG00000261798.1	951368
RP1-118J21.24	ENSG00000229213.1	545118
TRIT1	ENSG00000043514.15	538657
Y_RNA	ENSG00000202222.1	437616
MYCL	ENSG00000116990.10	63477
RP1-118J21.5	ENSG00000236546.1	943239
Y_RNA	ENSG00000207356.1	315044
MFSD2A	ENSG00000168389.17	859607
RP3-342P20.2	ENSG00000228477.1	890598
CAP1	ENSG00000131236.16	599867
PPT1	ENSG00000131238.16	349755
RP11-115D7.3	ENSG00000226745.2	284175
RLF	ENSG00000117000.8	679583
RNU6-1237P	ENSG00000207508.1	127131
TMCO2	ENSG00000188800.5	482514
RP1-39G22.7	ENSG00000259943.1	71700
ZMPSTE24	ENSG00000084073.8	955879
RP1-39G22.4	ENSG00000231296.1	81320
COL9A2	ENSG00000049089.13	929774
RP1-228H13.1	ENSG00000227311.3	966978
SMAP2	ENSG00000084070.11	425415
RP1-228H13.2	ENSG00000213172.3	622442
ZFP69B	ENSG00000187801.14	212535
RP1-228H13.5	ENSG00000260920.2	53669
RP11-656D10.7	ENSG00000279667.1	372688
ZFP69	ENSG00000187815.9	327604
